"CategoryGrid_productImg_container__Ga1ll href","sc-kDvujY src 2","CategoryGrid_product_name__3nYsN","CategoryGrid_product_price__Svf8T","CategoryGrid_soldOut_btn__u0X7H"
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/loreal-paris-gloss-darkest-brown--400-hair-color/12624258","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12624258-0-M.jpg&w=3840&q=75","Loreal Paris Gloss Darkest Brown  400 Hair color","Rs. 2,999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-hair-color-dark-brown-3/12620624","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12620624-0-M.jpg&w=3840&q=75","Garnier Color Naturals Hair Color Dark Brown 3","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-hair-color-6.34-chocolate-brown-/12623395","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623395-0-M.jpg&w=3840&q=75","Garnier Hair Color 6.34 Chocolate Brown","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-hair-color-5.3-golden-brown-/12623392","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623392-0-M.jpg&w=3840&q=75","Garnier Hair Color 5.3 Golden Brown","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/loreal-casting-cr%C3%A3%C2%A8me-hair-color-gloss-chocolate-noir-323/12637159","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12637159-0-M.jpg&w=3840&q=75","Loreal Casting Cr̬me Hair Color Gloss Chocolate Noir 323","Rs. 2,999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-hair-color-golden-brown-4.3-/12622860","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622860-0-M.jpg&w=3840&q=75","Garnier Color Naturals Hair Color Golden Brown 4.3","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-hair-color-black-1--/12622890","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622890-0-M.jpg&w=3840&q=75","Garnier Color Naturals Hair Color Black 1","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-hair-color-7.1-ash-blond/12622892","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622892-0-M.jpg&w=3840&q=75","Garnier Hair Color 7.1 Ash Blond","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-hair-color-brown-4-/12622893","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12622893-0-M.jpg&w=3840&q=75","Garnier Color Naturals Hair Color Brown 4","Rs. 899",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-light-opal-5.25/12623031","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623031-0-M.jpg&w=3840&q=75","Garnier Color Naturals Light Opal 5.25","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-color-naturals-hair-color-light-brown-5-/12623150","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623150-0-M.jpg&w=3840&q=75","Garnier Color Naturals Hair Color Light Brown 5","Rs. 999",""
"https://www.metro-online.pk/detail/health-and-beauty/hair-care/hair-colors/garnier-hair-color-6.1-dark-ash-blonde/12623306","https://www.metro-online.pk/_next/image?url=https%3A%2F%2Fmetro-b2c.s3.ap-southeast-1.amazonaws.com%2Fproducts_images_new%2F12623306-0-M.jpg&w=3840&q=75","Garnier Hair Color 6.1 Dark Ash Blonde","Rs. 999",""
